1.000000000000000021e-02,0.000000000000000000e+00,3.162277660168379412e-01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.608999999999999764e-01
1.000000000000000048e-04,1.000000000000000000e+00,1.000000000000000000e+01,3.162277660168379256e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.662999999999999812e-01
3.162277660168379134e-02,1.000000000000000000e+00,3.162277660168379612e+02,3.162277660168379412e-01,2.000000000000000000e+00,1.000000000000000000e+00,9.572000000000000508e-01
1.000000000000000048e-04,1.000000000000000000e+00,3.162277660168379256e+01,3.162277660168379412e-01,2.000000000000000000e+00,1.000000000000000000e+00,9.737000000000000099e-01
1.000000000000000021e-02,1.000000000000000000e+00,3.162277660168379523e+00,3.162277660168379412e-01,2.000000000000000000e+00,0.000000000000000000e+00,9.746000000000000218e-01
1.000000000000000021e-03,1.000000000000000000e+00,3.162277660168379612e+02,3.162277660168379134e-02,2.000000000000000000e+00,0.000000000000000000e+00,9.205999999999999739e-01
3.162277660168379134e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000021e-02,2.000000000000000000e+00,1.000000000000000000e+00,8.094999999999999973e-01
1.000000000000000021e-02,1.000000000000000000e+00,3.162277660168379256e+01,1.000000000000000021e-02,2.000000000000000000e+00,1.000000000000000000e+00,9.395000000000000018e-01
1.000000000000000021e-02,1.000000000000000000e+00,3.162277660168379256e+01,1.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,9.462000000000000410e-01
1.000000000000000048e-04,1.000000000000000000e+00,1.000000000000000056e-01,3.162277660168379412e-01,2.000000000000000000e+00,0.000000000000000000e+00,4.707999999999999963e-01
1.000000000000000021e-02,1.000000000000000000e+00,3.162277660168379256e+01,3.162277660168379412e-01,2.000000000000000000e+00,1.000000000000000000e+00,9.494000000000000217e-01
1.000000000000000021e-03,1.000000000000000000e+00,3.162277660168379523e+00,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,9.686000000000000165e-01
3.162277660168379134e-02,0.000000000000000000e+00,1.000000000000000000e+02,3.162277660168379523e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.878000000000000114e-01
1.000000000000000021e-03,1.000000000000000000e+00,3.162277660168379256e+01,3.162277660168379256e+01,2.000000000000000000e+00,1.000000000000000000e+00,9.704000000000000403e-01
3.162277660168379394e-04,1.000000000000000000e+00,1.000000000000000056e-01,3.162277660168379523e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.203000000000000069e-01
1.000000000000000021e-02,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,8.363000000000000433e-01
3.162277660168379134e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.162277660168379256e+01,2.000000000000000000e+00,0.000000000000000000e+00,9.235999999999999766e-01
3.162277660168379394e-03,1.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000021e-02,2.000000000000000000e+00,1.000000000000000000e+00,9.854000000000000536e-01
1.000000000000000021e-02,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.428000000000000380e-01
1.000000000000000021e-02,0.000000000000000000e+00,3.162277660168379412e-01,3.162277660168379134e-02,2.000000000000000000e+00,0.000000000000000000e+00,9.798999999999999932e-01
3.162277660168379134e-02,1.000000000000000000e+00,3.162277660168379256e+01,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,6.108999999999999986e-01
1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,8.726000000000000423e-01
1.000000000000000048e-04,1.000000000000000000e+00,3.162277660168379612e+02,3.162277660168379134e-02,2.000000000000000000e+00,1.000000000000000000e+00,9.717999999999999972e-01
1.000000000000000021e-02,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000021e-02,2.000000000000000000e+00,0.000000000000000000e+00,7.691000000000000059e-01
1.000000000000000021e-03,0.000000000000000000e+00,3.162277660168379412e-01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.074999999999999734e-01
